stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,3,0,0
72hpf,0,0,0,0.56,0,0.28
21Day,0.74,0,0,0,0,0
3Month,0.94,11.23,0.21,0.1,0.1,0
22Month,0.27,0.27,0,0,0,0
