stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,2,0,0,0
72hpf,0.28,0,0,0,5.92,0,0,0
21Day,0,0,0.37,0,1.11,0,0,0.74
3Month,0,0.21,0,0.21,0,0,0.1,0
22Month,0,0.41,0,0,0,0.27,0.14,0
