stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,12,21,0,1
72hpf,0.28,0,0,0,0.85,0.28,0.28
21Day,0,0,0.37,0.37,0,0,0
3Month,0.1,0.52,0.1,0,0,0,0
22Month,0.41,0,0,0,0,0.14,0
