stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,0,2,0,0,0
72hpf,0.85,0,0,0.85,0.28,2.25,0,0,0.85
21Day,3.33,1.11,0,30.34,1.11,1.48,0,1.11,0.74
3Month,5.93,0,0.73,18.83,0.21,0.1,0,0.1,0.83
22Month,2.05,0,0,4.78,0.14,0,0.14,0.14,0.41
