stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
21Day,0,0,0,0,0,0.37,0
3Month,5.72,0.73,0.31,0.21,0.21,0.21,0
22Month,6.15,0.68,0.41,0,0.41,1.09,0.27
