stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,1
72hpf,0,0,0,0,0.85,0,0
21Day,0,0,0,0,1.11,0,0
3Month,3.95,4.89,0.52,0.21,0.21,0.21,0.21
22Month,4.1,0.55,0,0,0,0,0.14
