stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0.85,0,0,0.85,16.63,0,0.56
21Day,0.37,1.11,0.37,1.85,18.5,0.37,1.11
22Month,0.27,0,0.27,0,0,0,0
