stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,1,0,1
72hpf,0,0,0,0,0.28,0,0,0.28
3Month,3.85,0.1,0.83,0.42,0,0.1,0,0.31
22Month,8.75,0.14,1.23,0.82,0.14,0.27,0.27,0.41
