stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0.28,0,0,0.28,0
21Day,1.11,0.37,1.85,0,0
3Month,0.31,0.73,1.46,0,0.1
22Month,0,0.27,0.96,0,0
