stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,3.66,0,0,0.56
21Day,2.96,0.37,0,0,1.11,0.37,0.74,1.85
3Month,1.04,0.73,0.31,0.1,0,0,0,0
22Month,1.64,0.14,0.41,0.14,0,0.14,0,1.09
