stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,1,0,2,0,0
72hpf,0.56,0,0,3.1,0,0
21Day,1.48,0.74,0.37,1.85,1.11,0.74
3Month,0.21,0.21,0.1,0,0,0
22Month,1.5,1.09,0,0.14,0,0
