stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0,4.23,0,0
21Day,1.48,0,0,0.37,10.73,0.37,0.37
3Month,0.42,0.1,0,0,0.1,0,0
22Month,0.82,0,0.14,0,0.14,0,0.14
