stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,1.69,0,0,0.28
21Day,1.85,0,0.37,8.14,0.37,0,0,1.11
3Month,42.75,1.04,1.87,6.55,0.73,0.1,0.94,2.5
22Month,2.46,0.27,0.27,0.68,0.27,0.14,1.5,0.14
