stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,2,0
72hpf,0,0.28,0,0,0,0.56,0
21Day,1.85,0,0,1.85,0,0,0
3Month,3.33,0,0.21,0.83,0.1,0,0.1
22Month,0.82,0,0,0.14,0.14,0,0
