stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,1
72hpf,0,0,0,0,0.28,1.41,0,0
21Day,1.48,0,0,4.07,0,0.74,0,0.37
3Month,2.5,0.21,0.94,14.87,0,0.31,0.21,2.5
22Month,1.78,0,0.14,7.65,0,0,0,0.27
