stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0.28,0,0,0,0.56,0,0
21Day,1.48,0.37,0,0.37,0.74,0,0.74
3Month,3.33,0.1,0.21,1.77,0,0,0.1
22Month,3.28,0,0.14,0.68,0,0.14,0
