stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,1,3,0,0,0
72hpf,9.3,0,0,0,2.54,0,0,0.28
21Day,4.81,0,0.37,0,0.74,0,0.74,0.37
3Month,2.39,5.2,0.21,0.1,0,0,0.1,0.1
22Month,9.57,3.96,0.27,0.14,0,0.14,0,0
