stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,0,1,11,0
72hpf,1.41,0.28,0,0.28,0,5.36,0.85
21Day,1.11,0.74,0,0.37,0.74,1.11,2.59
3Month,0.31,0,0.1,0,0,0,0.1
22Month,0.27,0,0,0.14,0,0,0
