stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0,0.74,0,0,0,0,0.37,0.37
3Month,0,20.28,0.1,0.21,0.62,0.31,0,0
22Month,0.14,22,0.27,0.55,0,0,0,0.14
