stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0,0
72hpf,0,9.58,0,0.28,0.28,1.97,0,0,0.28
21Day,0,33.67,0,1.11,0,1.11,0,0,1.48
3Month,0.1,8.84,1.04,2.29,0.21,0.31,0,0.21,0.31
22Month,0.14,10.39,0.14,5.06,0.27,0.14,0.27,0.27,0.68
