stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.56,0,0,0.28,0,1.69,0.56
21Day,0.74,1.11,0,1.11,0.74,2.59,1.48
3Month,0.83,0,0,0.73,0.1,0.1,0.31
22Month,1.5,0.14,0.27,0.41,0,0,0
