stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4,0,0
72hpf,0,0.28,0,0,0.85,0.85,0,0
21Day,0,0.74,0.37,0,0.74,0.74,0,0.74
3Month,0.1,0.42,0,0.1,0.1,0,0,0
22Month,0,0.55,0,0.14,0,0,0.14,0
