stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
21Day,0,0.37,0,0,0,0
3Month,0.21,0.83,0.1,0.1,1.56,0.31
22Month,0,1.64,1.09,0,0.14,0.14
