stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,14,137,8,0,72,90,1795,9,2,228
72hpf,7.61,187.43,12.12,1.41,20.57,57.5,651.35,19.73,16.07,190.25
21Day,12.58,341.13,115.44,4.07,145.4,168.34,306.72,0.74,32.93,452.12
3Month,7.28,626.18,14.25,273.77,157.07,22.99,10.82,0.94,16.02,63.55
22Month,15.44,1542.36,18.17,58.9,215.36,11.21,17.9,86.09,8.75,92.92
