stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,57,0,1
72hpf,0.28,0.85,0,0.28,18.32,0,1.41
21Day,0,0.74,0.37,0.37,8.51,0.37,1.11
