stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,1,0,0,0,10,0,0
72hpf,0,0.28,0,0,4.51,0,0.85
21Day,0,1.85,1.85,0.37,5.92,0.37,1.11
