stage,Epithelial,Erythroid,Germ,Immune,Muscle,Secretory,Stromal
72hpf,0,0,0,0,0.28,0,0
21Day,0.74,0.37,0,3.33,0,0.37,0.37
3Month,0.21,0,0.21,0.73,0,0,0
22Month,0.41,0,0,1.5,0,0,0
