stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
72hpf,0.28,0,0,0,6.48,1.41
21Day,1.48,0.37,0,0.74,8.51,2.22
22Month,0.27,0,0.14,0,0,0
