stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,0.28,0,0,0,0.85,0
21Day,0.37,0,0.37,0.37,1.48,0
3Month,0.94,7.59,0.31,0,0,0.1
22Month,0.41,1.78,0,0,0.14,0
