stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0.56,0,0
21Day,0,0,0,1.11,1.11,0,0
3Month,0,0.52,0.52,1.66,0.21,0.1,0
22Month,0.14,1.5,0.14,5.47,0,0,0.14
