stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0.56,0,0.28,3.66,0.28
21Day,0.37,0,0,2.59,0
3Month,0.31,0.42,0.62,0.21,0
22Month,0,0.68,0.14,0,0
