stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,1,0,0
72hpf,0,0.56,0,0,0,1.13,0,0,1.13
21Day,0,0,0,0,0.74,1.11,0,0.37,0
3Month,0.31,4.78,1.87,2.39,0.73,0,0,2.6,0.73
22Month,0.41,7.24,0.14,4.24,0,0.55,1.09,8.61,1.09
