stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,13,1,0,1
72hpf,1.41,0,0,0.85,4.79,0,0,1.69
21Day,1.11,0.74,0.74,0,3.33,0,0.74,1.11
3Month,0.21,0,0,0,0,0,0.1,0
22Month,0.27,0,0,0,0,0,0,0
