stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,7,0,0,1
72hpf,0,0.28,0,0,2.82,0,0,0
21Day,0,0,0,0,2.96,0,0,0
3Month,0,4.16,5.1,0.83,0,0,0.1,0.52
22Month,0.14,11.34,2.6,1.78,0,0.41,0.14,0.55
