stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,5,141,0,0,14,5,118,2,0,23
72hpf,1.97,242.39,3.66,0,6.76,9.3,239.01,4.51,2.25,24.52
21Day,2.22,480.61,35.52,2.96,69.93,19.24,146.14,0.37,10.73,71.41
3Month,3.12,447.27,3.54,117.75,83.94,46.5,7.39,0.31,8.95,31.41
22Month,4.65,149.22,2.32,27.47,65.32,11.07,5.47,12.98,6.01,15.58
