stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0.28,10.43,0.28,0
21Day,1.48,0,0,5.55,0,0.37
3Month,1.77,0.31,0,0,0.21,0
22Month,1.37,0.14,0,0,0,0
