stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,2,0,0,0,1,9,0,0,3
72hpf,0.28,6.48,1.69,0,0.56,2.54,27.06,0.28,0,247.74
21Day,1.48,35.15,14.8,0.37,11.84,21.09,34.04,0,16.65,1029.67
3Month,2.39,25.9,0.94,9.78,26.11,5.82,1.04,0.1,1.56,416.9
22Month,1.23,21.86,0.82,3.01,8.47,2.19,1.37,0.96,0.96,107
