stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,2,4,0,0,0
72hpf,0,0.56,0,0,0,0.28,2.54,0.28,10.43,0.85
21Day,5.18,198.68,94.72,0.74,93.24,52.91,239.38,0.74,1225.03,156.5
3Month,13.63,635.54,5.41,38.69,164.24,34.74,10.92,2.7,520.5,55.23
22Month,6.15,210.71,3.01,3.28,47.01,5.33,6.7,12.71,100.57,21.73
