stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,1,1,1,1
72hpf,1.41,0,0,0,0.28,0.56
21Day,2.22,0,0,0.37,0,0.74
3Month,0.21,0.1,0,0,0,0
