stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,15,0,0,1,4,2,1
72hpf,0,11.84,1.13,0,0,16.07,2.82,2.54
21Day,0.37,0.37,0,0,0.37,4.44,0.37,0.37
3Month,0,0.31,0,0,0.52,0.1,0.1,0.1
22Month,0.14,2.73,0,0.55,0.68,0.14,0,0.27
