stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0.85,0,0,0,7.61,0.28
21Day,0.74,0.37,0,0.37,4.81,0.37
3Month,0.73,0,0.42,0,0.1,0
22Month,0.55,0,0,0.14,0,0
