stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,1
72hpf,0,0,0,0.28,0.85,0,0
21Day,0,0,0,0.37,2.59,0,0.37
3Month,0.21,0.1,0,0,0,0,0
22Month,0,0,0.27,0,0,0.14,0
