stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,6,0
72hpf,1.13,0.28,0,0,0.28,8.17,0
21Day,0,0,0,0,0,0,0.37
3Month,1.35,0,0.21,0.21,0.1,0,0.31
22Month,0.96,0,0.27,0.14,0,0,0
