stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,5,0,0,0,46,0,0,26
72hpf,1.13,9.58,0.85,0,1.13,6.48,0,0,54.4
21Day,0.74,5.92,1.48,0.74,3.33,4.81,0,1.48,49.58
3Month,0,0.83,0,0,0,0,0,0,0.83
22Month,0,0.96,0.14,0.41,0,0,0.27,0,0.82
