stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,1.97,0,0,0
21Day,0,2.59,0,0,0,3.33,0,0.37,0
3Month,0.1,19.24,0,0.31,0.31,0,0,0.21,0.31
22Month,0,28.7,0.27,0.14,0.41,0.27,0.55,0,0.41
