stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,3,0,0,0,1,11,2
72hpf,0.28,0.28,0,0,0,0,2.25,0.28
21Day,0,2.22,0,0,0,0,0,0.37
3Month,0,1.56,0.1,0.42,0,0,0,0.31
22Month,0,0,0,0,0.14,0,0,0.14
