stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,1.13,0,0
21Day,0,0,0,0,4.07,0.74,0,0.37
3Month,0,0.62,0.31,0.21,12.07,0,0.1,0.1
22Month,0.14,1.37,0,0.14,9.7,0,0,0.55
