stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,3,0
72hpf,0,0,0,0,3.1,0.56
21Day,0.37,0.74,0.37,1.11,0.37,2.22
3Month,0.31,0,0,0.21,0.1,0.1
