stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,0.28,0,0,0
21Day,2.22,0.37,0,0,0.74,0.37,0,0,0
3Month,5.62,0,3.74,0.21,12.79,0.21,0,0.21,0.1
22Month,5.19,0,0.27,0.27,9.02,0,0.14,0,0.14
