stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0.56,0.28,0.28
21Day,0.37,0.37,0,1.85,0,1.48
3Month,0,0.1,0.31,0.1,0,0.21
