stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,0,0
72hpf,0,0.28,0,0,0,0,0
21Day,0,0.37,0,3.33,0,0.37,0
3Month,1.25,0.1,0.1,7.7,0.1,0,0.1
22Month,0.27,0,0,5.19,0,0,0.14
