stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,15,0,1,0,0
72hpf,0,0,0,0,0.56,0,0.28,0,0
21Day,0,0,0,0,2.96,0,0,0,0
3Month,0.1,2.39,0.31,0.42,22.68,0.1,0,0.21,0.21
22Month,0,2.05,0,0,25.55,0,0,0.14,0.27
