stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4,0,0
72hpf,0,0,0,0,0,1.69,0,0.56
21Day,0,0,0.74,0.37,0,13.69,0,0
3Month,0,0.21,0,0.1,0,0.1,0,0.21
22Month,0.14,1.64,0.14,0.55,0.41,3.14,0.14,0.55
