stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0,0,0,0.28,0,0,0
21Day,0,0,0,2.96,0,0,0
3Month,0.73,0.21,0.21,10.92,0.21,0.21,0.1
22Month,0.14,0.14,0,1.09,0,0,0
