stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,2,0,1,0,0
72hpf,0,0.56,0,0,0,5.92,0,0.28
21Day,0,0.37,0,1.11,0.37,0.74,0,0.37
3Month,0.1,0.42,0.1,2.08,0.42,0,0.1,0
22Month,0,0.55,0,0.14,0,0,0,0
