stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,3,1,1,64,0,12
72hpf,0.28,1.69,0,0.28,7.05,0,0.56
21Day,0,0,0,0,0.74,0,0.37
22Month,0,0.55,0.14,0,0,0.14,0
