stage,Epithelial,Germ,Immune,Neuron
24hpf,0,0,0,1
72hpf,0.56,0,0,0.28
21Day,4.81,0,0.74,1.11
3Month,0.52,0.1,0.21,0
22Month,0.14,0,0.14,0
