stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,1.13,0,0,0
21Day,0,0,0,0,0.37,1.11,0,0.37,0
3Month,0.1,0,0.1,0.21,0.1,0,0,0,0.1
22Month,0,0.82,0.27,0.55,0,0,0.14,0,0
