stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.85,0.28,0,0,0,23.39,0.28
21Day,0.74,0.37,0,0,0.37,37.37,2.59
3Month,0.1,0,0.42,0.31,0,0,0.42
22Month,1.23,0,0.14,0,0.27,0.14,0.41
