stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4,0,0,0
72hpf,0,0,0,0,3.95,0,0,0
21Day,0,0,0.74,0,3.7,0,0,0
3Month,0,2.39,0,0.1,5.93,0.1,0,0.21
22Month,0.14,4.1,0,0,21.04,0.14,0.14,0.41
