stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,9,0,4
72hpf,0.28,0,0,0,5.36,0,0.28
21Day,0.37,0.37,0,0,2.22,0.37,0.74
3Month,0.21,0,0.94,0.1,0,0,0
22Month,0.14,0,0.41,0,0.14,0,0.14
