stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.85,0,0,0
21Day,0,0,0,0.37,0,0,0,0.37
3Month,0.52,5.62,0,0,0,0,0.1,0
22Month,0.55,0,0.14,0,0.27,4.92,0,0.14
