stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0.56,0,0,4.23,0.56,0,0.56
21Day,3.33,0,0,1.85,0.37,0,1.11
3Month,0.42,0.1,0.1,0,0,0.1,0.1
22Month,2.05,0,0.14,0.14,0,0,0.14
