stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,2,0,1,0
72hpf,0,0.28,0,0,0.28
21Day,0,4.07,0,1.11,0
3Month,0,1.04,0,0,0.21
22Month,0.14,1.09,0.14,0,0
